lat,lon,amenity,name,area_name,has_wikidata,count,rating,rating_num
49.2110929,-123.1407058,fast_food,Subway,Marpole,True,55,3.9,124.0
49.2766649,-123.1272005,fast_food,Subway,Downtown,True,55,3.8,82.0
49.2823756,-123.1084859,fast_food,Subway,Downtown,True,55,3.6,157.0
49.2785018,-123.1156293,fast_food,Subway,Downtown,True,55,3.2,108.0
49.2696735,-123.1459612,fast_food,Subway,Kitsilano,True,55,3.7,155.0
49.226217,-123.065504,fast_food,Subway,Victoria-Fraserview,True,55,4.0,135.0
49.2625141,-123.1527767,fast_food,Subway,Kitsilano,True,55,3.5,111.0
49.2560819,-123.1153942,fast_food,Subway,South Cambie,True,55,3.8,64.0
49.2890568,-123.1146229,fast_food,Subway,Downtown,True,55,3.9,129.0
49.2579867,-123.0449264,fast_food,Subway,Renfrew-Collingwood,True,55,3.8,213.0
49.2318607,-123.0293811,fast_food,Subway,Killarney,True,55,3.9,131.0
49.2183451,-123.0773794,fast_food,Subway,Sunset,True,55,3.6,76.0
49.259913,-123.1013173,fast_food,Subway,Mount Pleasant,True,55,3.1,54.0
49.284191,-123.1159168,fast_food,Subway,Downtown,True,55,3.6,337.0
49.226921,-123.1288066,fast_food,Subway,Oakridge,False,55,4.0,74.0
49.2655577,-123.1199868,fast_food,Subway,Fairview,True,55,3.3,54.0
49.2779076,-123.1277317,fast_food,Subway,Downtown,True,55,4.1,108.0
49.2839142,-123.1123573,fast_food,Subway,Downtown,True,55,3.4,28.0
49.2796822,-123.1265354,fast_food,Subway,Downtown,True,55,4.1,56.0
49.2747568,-123.1002559,fast_food,Subway,Downtown,True,55,3.4,165.0
49.2792636,-123.1078464,fast_food,Subway,Downtown,True,55,3.8,189.0
49.263802,-123.1405911,fast_food,Subway,Fairview,True,55,3.8,52.0
49.2188696,-123.0401823,fast_food,Subway,Killarney,True,55,3.9,84.0
49.2626769,-123.0904448,fast_food,Subway,Mount Pleasant,True,55,3.8,130.0
49.2804593,-123.1219022,fast_food,Subway,Downtown,True,55,4.0,181.0
